Entry	Entry name	Protein names	Status	Gene names  (primary )
A0A0V0ZTA8	A0A0V0ZTA8_9BILA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	Igf1r
A0A0V0ZTN0	A0A0V0ZTN0_9BILA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	Igf1r
A0A0V0TE79	A0A0V0TE79_9BILA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	Igf1r
A0A0V0TE73	A0A0V0TE73_9BILA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	Igf1r
M1RB53	M1RB53_BUBBU	Insulin-like growth factor 1 receptor (Fragment)	unreviewed	IGF1R
A0A1U8CU03	A0A1U8CU03_MESAU	insulin-like growth factor 1 receptor	unreviewed	Igf1r
A0A076FWU2	A0A076FWU2_9HYST	Insulin-like growth factor 1 receptor (Fragment)	unreviewed	IGF1R
A0A076G1H5	A0A076G1H5_FUKDA	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	unreviewed	IGF1R
Q3UVJ3	Q3UVJ3_MOUSE	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	Igf1r
Q3U1L4	Q3U1L4_MOUSE	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	Igf1r
A0A1S3EU99	A0A1S3EU99_DIPOR	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	Igf1r
A0A076FVK3	A0A076FVK3_TACSP	Insulin-like growth factor 1 receptor (Fragment)	unreviewed	IGF1R
A0A076FVY1	A0A076FVY1_BATSU	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	unreviewed	IGF1R
A0A0S7KKK6	A0A0S7KKK6_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7KLK2	A0A0S7KLK2_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7KKP2	A0A0S7KKP2_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
M9WIE3	M9WIE3_CHESE	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1r
Q1H5I9	Q1H5I9_NOTKU	Insulin-like growth factor I receptor (Fragment)	unreviewed	igf1r
B8YBH1	B8YBH1_SOLSE	Insulin-like growth factor 1 receptor (Fragment)	unreviewed	Igf1r
B0Z830	B0Z830_GOBNI	Insulin-like growth factor 1 receptor (Fragment)	unreviewed	IGF1R
H2MII5	H2MII5_ORYLA	Receptor protein-tyrosine kinase (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
H2LX62	H2LX62_ORYLA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	igf1r
V8NS93	V8NS93_OPHHA	Insulin-like growth factor 1 receptor (Fragment)	unreviewed	Igf1r
V8NCE8	V8NCE8_OPHHA	Insulin-like growth factor 1 receptor (Fragment)	unreviewed	IGF1R
U3K6Y5	U3K6Y5_FICAL	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
H2URH5	H2URH5_TAKRU	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
I3J4B9	I3J4B9_ORENI	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
I3J4C0	I3J4C0_ORENI	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
H2URH7	H2URH7_TAKRU	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
H2URH6	H2URH6_TAKRU	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
H2URH4	H2URH4_TAKRU	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
A0A090XCE8	A0A090XCE8_9PETR	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	unreviewed	IGF1R
H9GDM3	H9GDM3_ANOCA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
R4G9M3	R4G9M3_ANOCA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
H3D2Z2	H3D2Z2_TETNG	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
W5UHH9	W5UHH9_ICTPU	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	Igf1r
W5UAB0	W5UAB0_ICTPU	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
B5A5T2	B5A5T2_CTEID	Insulin-like growth factor 1 receptor type b (Fragment)	unreviewed	IGF1R-b
M1S0Z2	M1S0Z2_CHICK	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF-1R
M1SQS2	M1SQS2_CHICK	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF-1R
A0A1D5PVH7	A0A1D5PVH7_CHICK	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
Q1H5J0	Q1H5J0_NOTFU	Insulin-like growth factor I receptor (Fragment)	unreviewed	igf1r
A0A1S3KLV9	A0A1S3KLV9_SALSA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	igf1r
A0A0S7JXH8	A0A0S7JXH8_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A1U7RT92	A0A1U7RT92_ALLSI	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
W0ZDW0	W0ZDW0_ORYME	Insulin-like growth factor 1 receptor (Fragment)	unreviewed	igf1r
A0A1V4JDK1	A0A1V4JDK1_PATFA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
M4AR44	M4AR44_XIPMA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
A0A1V4JDQ0	A0A1V4JDQ0_PATFA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
H3AEG1	H3AEG1_LATCH	Insulin like growth factor 1 receptor	unreviewed	IGF1R
A0A087YCW9	A0A087YCW9_POEFO	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
A6P6W2	A6P6W2_COTJA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
A6P6W3	A6P6W3_COTJA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R
A0A1S3KMN0	A0A1S3KMN0_SALSA	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	igf1r
F6QWD3	F6QWD3_XENTR	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	igf1r
G3PPC2	G3PPC2_GASAC	Tyrosine-protein kinase receptor (EC 2.7.10.1)	unreviewed	IGF1R (1 of many)
A0A0S7MAN7	A0A0S7MAN7_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7GCY6	A0A0S7GCY6_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7GGQ2	A0A0S7GGQ2_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7JYN4	A0A0S7JYN4_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7GI23	A0A0S7GI23_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7GCY9	A0A0S7GCY9_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7GJC7	A0A0S7GJC7_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7GFT1	A0A0S7GFT1_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7GKQ0	A0A0S7GKQ0_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7KKN4	A0A0S7KKN4_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
Q9IA99	Q9IA99_CARAU	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	unreviewed	igf-1R1
A0A0S7GE45	A0A0S7GE45_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7JXH9	A0A0S7JXH9_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7KKM1	A0A0S7KKM1_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7GCY1	A0A0S7GCY1_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7JXF9	A0A0S7JXF9_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7GCZ5	A0A0S7GCZ5_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7JXD2	A0A0S7JXD2_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7GHH8	A0A0S7GHH8_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7JXB2	A0A0S7JXB2_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7HJA7	A0A0S7HJA7_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7GCY0	A0A0S7GCY0_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7HLL1	A0A0S7HLL1_9TELE	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	unreviewed	IGF1R
A0A0S7GFH0	A0A0S7GFH0_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7JYU5	A0A0S7JYU5_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7GIU8	A0A0S7GIU8_9TELE	IGF1R	unreviewed	IGF1R
A0A0S7GCX5	A0A0S7GCX5_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
A0A0S7JYE4	A0A0S7JYE4_9TELE	IGF1R (Fragment)	unreviewed	IGF1R
G1NS76	G1NS76_MELGA	Insulin like growth factor 1 receptor	unreviewed	IGF1R
G3UT20	G3UT20_MELGA	Insulin like growth factor 1 receptor	unreviewed	IGF1R
G1NAI9	G1NAI9_MELGA	Insulin like growth factor 1 receptor	unreviewed	IGF1R
