Entry	Entry name	Protein names	Status	Gene names  (primary )
Q2H102	BST1_CHAGB	GPI inositol-deacylase (EC 3.1.-.-)	reviewed	BST1
Q0CIV4	BST1_ASPTN	GPI inositol-deacylase (EC 3.1.-.-)	reviewed	bst1
Q2USI0	BST1_ASPOR	GPI inositol-deacylase (EC 3.1.-.-)	reviewed	bst1
F6ZFG5	F6ZFG5_MONDO	Bone marrow stromal cell antigen 1	unreviewed	BST1
K7GN83	K7GN83_PIG	Bone marrow stromal cell antigen 1	unreviewed	BST1
H2RAA9	H2RAA9_PANTR	Bone marrow stromal cell antigen 1	unreviewed	BST1
P0CM50	BST1_CRYNJ	GPI inositol-deacylase (EC 3.1.-.-)	reviewed	BST1
E2RJT2	E2RJT2_CANLF	Bone marrow stromal cell antigen 1	unreviewed	BST1
F1MLP3	F1MLP3_BOVIN	Bone marrow stromal cell antigen 1	unreviewed	BST1
Q1DWP9	BST1_COCIM	GPI inositol-deacylase (EC 3.1.-.-)	reviewed	BST1
Q4WGM4	BST1_ASPFU	GPI inositol-deacylase (EC 3.1.-.-)	reviewed	bst1
P0CM51	BST1_CRYNB	GPI inositol-deacylase (EC 3.1.-.-)	reviewed	BST1
Q4P782	BST1_USTMA	GPI inositol-deacylase (EC 3.1.-.-)	reviewed	BST1
Q0UQV6	BST1_PHANO	GPI inositol-deacylase (EC 3.1.-.-)	reviewed	BST1
A0A1C7MYC9	A0A1C7MYC9_9FUNG	GPI inositol-deacylase	unreviewed	bst-1_1
A0A1C7N7Z0	A0A1C7N7Z0_9FUNG	GPI inositol-deacylase	unreviewed	bst-1_0
A0A1C7LZ84	A0A1C7LZ84_GRIFR	GPI inositol-deacylase	unreviewed	BST1
A0A1C1CID2	A0A1C1CID2_9EURO	GPI inositol-deacylase	unreviewed	bst1
W0TD72	W0TD72_KLUMA	GPI inositol-deacylase	unreviewed	BST1
W6QG44	W6QG44_PENRF	GPI inositol-deacylase	unreviewed	bst1
H0Y984	H0Y984_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (Fragment)	unreviewed	BST1
H0Y9Q9	H0Y9Q9_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (Fragment)	unreviewed	BST1
H0Y8G4	H0Y8G4_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (Fragment)	unreviewed	BST1
A6NC48	A6NC48_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	BST1
A0A0A9Z8M3	A0A0A9Z8M3_LYGHE	GPI inositol-deacylase	unreviewed	bst1_3
A0A1D5QVK5	A0A1D5QVK5_MACMU	Bone marrow stromal cell antigen 1	unreviewed	BST1
F7IPS6	F7IPS6_CALJA	Bone marrow stromal cell antigen 1	unreviewed	BST1
F7IS41	F7IS41_CALJA	Bone marrow stromal cell antigen 1	unreviewed	BST1
A0A1D5RFU5	A0A1D5RFU5_MACMU	Bone marrow stromal cell antigen 1	unreviewed	BST1
F6QEZ3	F6QEZ3_MACMU	Bone marrow stromal cell antigen 1	unreviewed	BST1
G3SFG8	G3SFG8_GORGO	Bone marrow stromal cell antigen 1	unreviewed	BST1
G1L422	G1L422_AILME	Bone marrow stromal cell antigen 1	unreviewed	BST1
G3R0G4	G3R0G4_GORGO	Bone marrow stromal cell antigen 1	unreviewed	BST1
H0X8A3	H0X8A3_OTOGA	Bone marrow stromal cell antigen 1	unreviewed	BST1
E5G6H5	E5G6H5_MACFA	ADP-ribosyl cyclase CD157 (EC 3.2.2.5)	unreviewed	BST1
G1PDE7	G1PDE7_MYOLU	Bone marrow stromal cell antigen 1	unreviewed	BST1
H2PCY6	H2PCY6_PONAB	Bone marrow stromal cell antigen 1	unreviewed	BST1
G3VL69	G3VL69_SARHA	Bone marrow stromal cell antigen 1	unreviewed	BST1
G1SHB7	G1SHB7_RABIT	Bone marrow stromal cell antigen 1	unreviewed	BST1
A0A0D9RV45	A0A0D9RV45_CHLSB	Bone marrow stromal cell antigen 1	unreviewed	BST1
M3WEJ1	M3WEJ1_FELCA	Bone marrow stromal cell antigen 1	unreviewed	BST1
A0A096NZG7	A0A096NZG7_PAPAN	Bone marrow stromal cell antigen 1	unreviewed	BST1
M3XSR7	M3XSR7_MUSPF	Bone marrow stromal cell antigen 1	unreviewed	BST1
I3L8B9	I3L8B9_PIG	Bone marrow stromal cell antigen 1	unreviewed	BST1
F1S5D0	F1S5D0_PIG	Bone marrow stromal cell antigen 1	unreviewed	BST1
K7GKB6	K7GKB6_PIG	Bone marrow stromal cell antigen 1	unreviewed	BST1
A0A1U7UGW4	A0A1U7UGW4_TARSY	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	BST1
A0A1S2ZE10	A0A1S2ZE10_ERIEU	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	BST1
U6DU64	U6DU64_NEOVI	ADP-ribosyl cyclase 2 (Fragment)	unreviewed	BST1
G3U406	G3U406_LOXAF	Bone marrow stromal cell antigen 1	unreviewed	BST1
G3UKD5	G3UKD5_LOXAF	Bone marrow stromal cell antigen 1	unreviewed	BST1
G3SYH3	G3SYH3_LOXAF	Bone marrow stromal cell antigen 1	unreviewed	BST1
G1S308	G1S308_NOMLE	Bone marrow stromal cell antigen 1	unreviewed	BST1
Q38IX6	Q38IX6_TENMO	Antifreeze protein BST1	unreviewed	BST1
T2ME94	T2ME94_HYDVU	ADP-ribosyl cyclase 2	unreviewed	BST1
A0A0A9XYX3	A0A0A9XYX3_LYGHE	GPI inositol-deacylase (Fragment)	unreviewed	BST1_1
A0A0F8BUZ0	A0A0F8BUZ0_CERFI	GPI inositol-deacylase (EC 3.1.-.-)	unreviewed	BST1
A0A151W5B6	A0A151W5B6_HYPMA	GPI inositol-deacylase	unreviewed	bst-1
A7A214	A7A214_YEAS7	GPI inositol deacylase	unreviewed	BST1
A0A1B2JB63	A0A1B2JB63_PICPA	BA75_02454T0	unreviewed	BST1
A0A1D1YR07	A0A1D1YR07_9ARAE	GPI inositol-deacylase	unreviewed	bst1_0
A0A1D1YVW7	A0A1D1YVW7_9ARAE	GPI inositol-deacylase	unreviewed	BST1_1
A0A0B4UFD1	A0A0B4UFD1_PSESX	Effector locus protein bestrophin	unreviewed	bst1
A0A0A9YIM7	A0A0A9YIM7_LYGHE	GPI inositol-deacylase (Fragment)	unreviewed	BST1_0
A0A0A1XBW9	A0A0A1XBW9_BACCU	GPI inositol-deacylase	unreviewed	bst-1
G2WDB6	G2WDB6_YEASK	K7_Bst1p	unreviewed	K7_BST1
A0A161HH81	A0A161HH81_9ASCO	Bst1p	unreviewed	BST1
A0A161HJ80	A0A161HJ80_9ASCO	Bst1p	unreviewed	BST1
C7GY86	C7GY86_YEAS2	Bst1p	unreviewed	BST1
A0A1C9U6A3	A0A1C9U6A3_PHARH	GPI-inositol deacylase	unreviewed	BST1
F2QS89	F2QS89_KOMPC	Glycosyl phosphatidyl inositol deacylase	unreviewed	BST1
A0A1S9REK7	A0A1S9REK7_9EURO	GPI inositol-deacylase	unreviewed	bst1
A0A1S3EK63	A0A1S3EK63_DIPOR	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	Bst1
A0A1U7QJF0	A0A1U7QJF0_MESAU	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	Bst1
I3NG00	I3NG00_ICTTR	Bone marrow stromal cell antigen 1	unreviewed	BST1
I3NBZ0	I3NBZ0_ICTTR	Bone marrow stromal cell antigen 1	unreviewed	BST1
Q3TPZ1	Q3TPZ1_MOUSE	Uncharacterized protein	unreviewed	Bst1
A0A0R4J190	A0A0R4J190_MOUSE	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	Bst1
A0A0G2JG11	A0A0G2JG11_MOUSE	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	Bst1
F1LSX3	F1LSX3_RAT	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	Bst1
A0A1A8USY0	A0A1A8USY0_NOTFU	Uncharacterized protein	unreviewed	BST1
A0A1A7Z3D3	A0A1A7Z3D3_9TELE	Uncharacterized protein	unreviewed	BST1
A0A1A8KXK7	A0A1A8KXK7_NOTKU	Uncharacterized protein	unreviewed	BST1
A0A151P9R6	A0A151P9R6_ALLMI	ADP-ribosyl cyclase 2 isoform B	unreviewed	BST1-1
A0A151PA39	A0A151PA39_ALLMI	ADP-ribosyl cyclase 2 isoform C	unreviewed	BST1-1
A0A151P9L0	A0A151P9L0_ALLMI	ADP-ribosyl cyclase 2 isoform A	unreviewed	BST1-1
B3H480	B3H480_ARATH	DNAse I-like superfamily protein	unreviewed	BST1
A0A1Q9D1D7	A0A1Q9D1D7_SYMMI	GPI inositol-deacylase	unreviewed	bst1
A0A1D1Z6A7	A0A1D1Z6A7_9ARAE	GPI inositol-deacylase	unreviewed	BST1_7
A0A1D1XYN0	A0A1D1XYN0_9ARAE	GPI inositol-deacylase	unreviewed	BST1_6
A0A1A8BQM0	A0A1A8BQM0_9TELE	Uncharacterized protein	unreviewed	BST1
A0A1A8EEE9	A0A1A8EEE9_9TELE	Uncharacterized protein	unreviewed	BST1
U3K3V7	U3K3V7_FICAL	Bone marrow stromal cell antigen 1	unreviewed	BST1
H7C832	H7C832_XENLA	CD157	unreviewed	bst1
A0A1A8PN59	A0A1A8PN59_9TELE	Uncharacterized protein	unreviewed	BST1
A0A1A8L8C3	A0A1A8L8C3_9TELE	Uncharacterized protein	unreviewed	BST1
A0A1A8PZR8	A0A1A8PZR8_9TELE	Uncharacterized protein (Fragment)	unreviewed	BST1
A0A1A8RYQ7	A0A1A8RYQ7_9TELE	Uncharacterized protein	unreviewed	BST1
U3IER2	U3IER2_ANAPL	Bone marrow stromal cell antigen 1	unreviewed	BST1
A0A1A8GED6	A0A1A8GED6_9TELE	Uncharacterized protein	unreviewed	BST1
A0A1A8G7T7	A0A1A8G7T7_9TELE	Uncharacterized protein	unreviewed	BST1
A0A1U7SGB2	A0A1U7SGB2_ALLSI	LOW QUALITY PROTEIN: ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	BST1
K7FZV3	K7FZV3_PELSI	Bone marrow stromal cell antigen 1	unreviewed	BST1
G1NJ40	G1NJ40_MELGA	Bone marrow stromal cell antigen 1	unreviewed	BST1
