Entry	Entry name	Protein names	Status	Gene names  (primary )
C1ID52	C1ID52_HUMAN	Cytochrome P450 2D6 (Cytochrome P450, family 2, subfamily D, polypeptide 6, isoform CRA_a)	unreviewed	CYP2D6
A0A1D5QT09	A0A1D5QT09_MACMU	Uncharacterized protein	unreviewed	CYP2D6
Q5FW30	Q5FW30_XENTR	Cytochrome P450, family 2, subfamily D, polypeptide 6	unreviewed	cyp2d6
A0A171P0Z0	A0A171P0Z0_CALJA	Cytochrome P450 2D6	unreviewed	CYP2D6
Q3KPF3	Q3KPF3_HUMAN	Cytochrome P450, family 2, subfamily D, polypeptide 6	unreviewed	CYP2D6
D5KN10	D5KN10_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
H7BY38	H7BY38_HUMAN	Cytochrome P450 2D6 (Fragment)	unreviewed	CYP2D6
D5KMS0	D5KMS0_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
A0A0G2JSD7	A0A0G2JSD7_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
Q007T9	Q007T9_HUMAN	Cytochrome P4502D6 (Fragment)	unreviewed	CYP2D6
Q2XND8	Q2XND8_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
Q2XND3	Q2XND3_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
D0U5L8	D0U5L8_HUMAN	Cytochrome P450 2D6 (Cytochrome P450, family 2, subfamily D, polypeptide 6)	unreviewed	CYP2D6
D5KN50	D5KN50_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
Q2XND2	Q2XND2_HUMAN	CYP2D6 variant (Cytochrome P450 2D6)	unreviewed	CYP2D6
A0A1B0GU72	A0A1B0GU72_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
D5KMR1	D5KMR1_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
Q38LF9	Q38LF9_HUMAN	Cytochrome P450 2D6 (EC 1.14.14.1) (Fragment)	unreviewed	CYP2D6
A0A1B0GUD8	A0A1B0GUD8_HUMAN	Cytochrome P450 2D6 (Fragment)	unreviewed	CYP2D6
C4MDQ5	C4MDQ5_HUMAN	Nonfunctional cytochrome P450 family 2 subfamily D polypeptide 6 (EC 1.14.14.1)	unreviewed	CYP2D6
Q38LG2	Q38LG2_HUMAN	Cytochrome P450 2D6 (EC 1.14.14.1)	unreviewed	CYP2D6
D5KMU5	D5KMU5_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
A0A0F7KZW3	A0A0F7KZW3_HUMAN	Nonfunctional cytochrome P450 2D6 (EC 1.14.14.1)	unreviewed	CYP2D6
W5QSH4	W5QSH4_HUMAN	Nonfunctional CYP2D6	unreviewed	CYP2D6
D5KN61	D5KN61_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
D5KN01	D5KN01_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
D5KND2	D5KND2_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
D3IP03	D3IP03_HUMAN	Nonfunctional cytochrome P450 family 2 subfamily D polypeptide 6	unreviewed	CYP2D6
D5KMU6	D5KMU6_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
I1VC93	I1VC93_HUMAN	Cytochrome P450 IID6 (Fragment)	unreviewed	CYP2D6
D3IP04	D3IP04_HUMAN	Nonfunctional cytochrome P450 family 2 subfamily D polypeptide 6	unreviewed	CYP2D6
G9CGD2	G9CGD2_HUMAN	CYP2D6	unreviewed	CYP2D6
I1VC92	I1VC92_HUMAN	Cytochrome P450 IID6 (Fragment)	unreviewed	CYP2D6
D5KNB5	D5KNB5_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
D5KN64	D5KN64_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
A9QKR9	A9QKR9_HUMAN	Nonfunctional cytochrome P450 family 2 subfamily D polypeptide 6 (EC 1.14.14.1)	unreviewed	CYP2D6
D5KMZ1	D5KMZ1_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
E7ENE7	E7ENE7_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
Q007T8	Q007T8_HUMAN	Cytochrome P4502D6 (Fragment)	unreviewed	CYP2D6
D3IP05	D3IP05_HUMAN	Nonfunctional cytochrome P450 family 2 subfamily D polypeptide 6	unreviewed	CYP2D6
D5KMQ2	D5KMQ2_HUMAN	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVX7	E3VVX7_PANLE	Cytochrome P450 2D6	unreviewed	CYP2D6
B6EYF6	B6EYF6_MACMU	Cytochrome P450, family 2, subfamily D, polypeptide 6 (Fragment)	unreviewed	CYP2D6
E3VVW0	E3VVW0_ACIJB	Cytochrome P450 2D6	unreviewed	CYP2D6
B6EYC9	B6EYC9_MACFA	Cytochrome P450, family 2, subfamily D, polypeptide 6 (Fragment)	unreviewed	CYP2D6
B6EYD5	B6EYD5_MACFA	Cytochrome P450, family 2, subfamily D, polypeptide 6 (Fragment)	unreviewed	CYP2D6
B6EYD0	B6EYD0_MACFA	Cytochrome P450, family 2, subfamily D, polypeptide 6 (Fragment)	unreviewed	CYP2D6
E3VVY1	E3VVY1_PANTA	Cytochrome P450 2D6	unreviewed	CYP2D6
H9F2J4	H9F2J4_MACMU	Cytochrome P450 2D6 isoform 2 (Fragment)	unreviewed	CYP2D6
H9EYC9	H9EYC9_MACMU	Cytochrome P450 2D6 isoform 1 (Fragment)	unreviewed	CYP2D6
B6EYF4	B6EYF4_MACMU	Cytochrome P450, family 2, subfamily D, polypeptide 6 (Fragment)	unreviewed	CYP2D6
B6EYF5	B6EYF5_MACMU	Cytochrome P450, family 2, subfamily D, polypeptide 6 (Fragment)	unreviewed	CYP2D6
B6EYF3	B6EYF3_MACMU	Cytochrome P450, family 2, subfamily D, polypeptide 6 (Fragment)	unreviewed	CYP2D6
F1CGV1	F1CGV1_SHEEP	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVX0	E3VVX0_LYNRU	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVW9	E3VVW9_LYNRU	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVW8	E3VVW8_LYNRU	Cytochrome P450 2D6	unreviewed	CYP2D6
B6EYD6	B6EYD6_MACFA	Cytochrome P450, family 2, subfamily D, polypeptide 6 (Fragment)	unreviewed	CYP2D6
E3VVX6	E3VVX6_PUMCO	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVX4	E3VVX4_PUMCO	Cytochrome P450 2D6	unreviewed	CYP2D6
F2Z8A6	F2Z8A6_PONAB	Cytochrome P450 (Fragment)	unreviewed	CYP2D6
E3VVX2	E3VVX2_PRIBE	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVX3	E3VVX3_PRIBE	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVX1	E3VVX1_PRIBE	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVW3	E3VVW3_ACIJB	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVW1	E3VVW1_ACIJB	Cytochrome P450 2D6	unreviewed	CYP2D6
Q1HLQ9	Q1HLQ9_PIG	Cytochrome P450 family 2 subfamily D polypeptide 6 (Fragment)	unreviewed	CYP2D6
Q1HLR0	Q1HLR0_PIG	Cytochrome P450 family 2 subfamily D polypeptide 6 (Fragment)	unreviewed	CYP2D6
A0A0H4ITY7	A0A0H4ITY7_PIG	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVY0	E3VVY0_PANTA	Cytochrome P450 2D6	unreviewed	CYP2D6
E3VVX5	E3VVX5_PUMCO	Cytochrome P450 2D6	unreviewed	CYP2D6
A0A0P6J9C2	A0A0P6J9C2_HETGA	Cytochrome P450 2D6 isoform 2	unreviewed	CYP2D6
A0A151LYY0	A0A151LYY0_ALLMI	Cytochrome P450 2D6 isoform A	unreviewed	CYP2D6-1
A0A151LYW5	A0A151LYW5_ALLMI	Cytochrome P450 2D6 isoform B	unreviewed	CYP2D6-1
Q7SYW2	Q7SYW2_XENLA	Cyp2d6-B-prov protein	unreviewed	cyp2d6-B-prov
