Entry name	Protein names	Status	Gene names  (primary )
A0A0D4RMK6_YEASX	Bst1p	unreviewed	BST1
A0A077R6V4_9BASI	Related to BST1-negative regulator of COPII vesicle formation	unreviewed	
A1DCP1_NEOFI	GPI maturation protein (Bst1), putative	unreviewed	
A0A0D4JH92_YEASX	Bst1p	unreviewed	BST1
A1CWS0_NEOFI	Sphinganine-1-phosphate aldolase BST1, putative	unreviewed	
A0A0D4RRC5_YEASX	Bst1p	unreviewed	BST1
A0A023ZCH1_YEASX	Bst1p	unreviewed	BST1
A0A0D4RQI1_YEASX	Bst1p	unreviewed	BST1
B5VI05_YEAS6	YFL025Cp-like protein (Fragment)	unreviewed	
B5VI04_YEAS6	YFL025Cp-like protein (Fragment)	unreviewed	
A0A017SSS4_9EURO	Sphinganine-1-phosphate aldolase BST1	unreviewed	
A0A165V9D2_YEASX	BST1	unreviewed	
A0A0D4JLG6_YEASX	Bst1p	unreviewed	BST1
A0A084BD68_ASPFM	GPI maturation protein Bst1	unreviewed	
A0A084BE21_ASPFM	Sphinganine 1 phosphate aldolase BST1	unreviewed	
A0A0D4JQ46_YEASX	Bst1p	unreviewed	BST1
B6QJQ7_TALMQ	GPI maturation protein (Bst1), putative	unreviewed	
B6QJQ8_TALMQ	GPI maturation protein (Bst1), putative	unreviewed	
B6QPY0_TALMQ	Sphinganine-1-phosphate aldolase BST1, putative	unreviewed	
A0A0D4JH12_YEASX	Bst1p	unreviewed	BST1
A0A0D4JIA7_YEASX	Bst1p	unreviewed	BST1
A0A0D4JKX4_YEASX	Bst1p	unreviewed	BST1
A0A0C5IFT0_YEASX	Bst1p	unreviewed	BST1
A0A0D4JG72_YEASX	Bst1p	unreviewed	BST1
A0A0D4JL80_YEASX	Bst1p	unreviewed	BST1
A0A0D4RDQ0_YEASX	Bst1p	unreviewed	BST1
A0A0D4JJX4_YEASX	Bst1p	unreviewed	BST1
A0A0D4RRP5_YEASX	Bst1p	unreviewed	BST1
A0A0D4JCM2_YEASX	Bst1p	unreviewed	BST1
A0A0D4JMS5_YEASX	Bst1p	unreviewed	BST1
B8MIW0_TALSN	GPI maturation protein (Bst1), putative	unreviewed	
B8LWR8_TALSN	Sphinganine-1-phosphate aldolase BST1, putative (EC 4.1.2.27)	unreviewed	
A0A0D4RKW4_YEASX	Bst1p	unreviewed	BST1
A0A0D4RMH9_YEASX	Bst1p	unreviewed	BST1
A0A161HH81_9ASCO	Bst1p	unreviewed	BST1
A0A161HJ80_9ASCO	Bst1p	unreviewed	BST1
A0A0D4RF13_YEASX	Bst1p	unreviewed	BST1
A0A0D4JCP4_YEASX	Bst1p	unreviewed	BST1
C7GY86_YEAS2	Bst1p	unreviewed	BST1
A0A0D4JIF2_YEASX	Bst1p	unreviewed	BST1
A0A0J5PIF4_ASPFM	GPI maturation protein (Bst1)	unreviewed	
A0A0D4RQT5_YEASX	Bst1p	unreviewed	BST1
A0A0D4JD77_YEASX	Bst1p	unreviewed	BST1
A0A0J5PEF4_ASPFM	Sphinganine-1-phosphate aldolase BST1	unreviewed	
A0A146FKM7_9EURO	Sphinganine-1-phosphate aldolase Bst1	unreviewed	
A0A146FK42_9EURO	Sphinganine-1-phosphate aldolase Bst1	unreviewed	
A0A0D4JHW6_YEASX	Bst1p	unreviewed	BST1
A0A0F8BUZ0_CERFI	GPI inositol-deacylase (EC 3.1.-.-)	unreviewed	BST1
A0A0D4JNM1_YEASX	Bst1p	unreviewed	BST1
A0A0D4RIQ1_YEASX	Bst1p	unreviewed	BST1
C5JIJ1_AJEDS	Sphinganine-1-phosphate aldolase BST1	unreviewed	
A0A0D4JDG4_YEASX	Bst1p	unreviewed	BST1
A0A0D4RFP6_YEASX	Bst1p	unreviewed	BST1
A0A0D4RDX9_YEASX	Bst1p	unreviewed	BST1
A0A0D4RJL8_YEASX	Bst1p	unreviewed	BST1
A0A0D4JET2_YEASX	Bst1p	unreviewed	BST1
R4X8Z7_TAPDE	Putative Sphinganine-1-phosphate aldolase BST1	unreviewed	
E6ZN48_SPORE	Related to BST1-negative regulator of COPII vesicle formation	unreviewed	
A0A0D4JP62_YEASX	Bst1p	unreviewed	BST1
I2FPN1_USTH4	Related to BST1-negative regulator of COPII vesicle formation	unreviewed	
A0A0D4RRN2_YEASX	Bst1p	unreviewed	BST1
A0A0D4JDX6_YEASX	Bst1p	unreviewed	BST1
A7A214_YEAS7	GPI inositol deacylase	unreviewed	BST1
W7PU34_YEASX	Bst1p	unreviewed	Bst1
E7QE86_YEASZ	Bst1p	unreviewed	
A0A0D4RST0_YEASX	Bst1p	unreviewed	BST1
A0A0D4JM85_YEASX	Bst1p	unreviewed	BST1
A0A0D4JPL3_YEASX	Bst1p	unreviewed	BST1
A0A0D4JG32_YEASX	Bst1p	unreviewed	BST1
A0A0D4JFL8_YEASX	Bst1p	unreviewed	BST1
A0A0D4JGN4_YEASX	Bst1p	unreviewed	BST1
A0A0D4JMP5_YEASX	Bst1p	unreviewed	BST1
A0A0D4JJA6_YEASX	Bst1p	unreviewed	BST1
A0A0D4RRG2_YEASX	Bst1p	unreviewed	BST1
H0Y8G4_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (Fragment)	unreviewed	BST1
A6NC48_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	BST1
H0Y984_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (Fragment)	unreviewed	BST1
H0Y9Q9_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (Fragment)	unreviewed	BST1
A0A0A9Z8M3_LYGHE	GPI inositol-deacylase	unreviewed	bst1_3
A0A0A1XBW9_BACCU	GPI inositol-deacylase	unreviewed	bst-1
A0A077Z6B1_TRITR	GPI maturation protein (Bst1)	unreviewed	
T2ME94_HYDVU	ADP-ribosyl cyclase 2	unreviewed	BST1
Q38IX6_TENMO	Antifreeze protein BST1	unreviewed	BST1
A0A0A9YIM7_LYGHE	GPI inositol-deacylase (Fragment)	unreviewed	BST1_0
A0A0A9XYX3_LYGHE	GPI inositol-deacylase (Fragment)	unreviewed	BST1_1
L8HDH0_ACACA	Sphinganine1-phosphate aldolase BST1, putative	unreviewed	
H2RAA9_PANTR	Bone marrow stromal cell antigen 1 (Uncharacterized protein)	unreviewed	BST1
F6QEZ3_MACMU	Uncharacterized protein	unreviewed	BST1
F7IPS6_CALJA	Uncharacterized protein	unreviewed	BST1
F7IS41_CALJA	Uncharacterized protein	unreviewed	BST1
M3XSR7_MUSPF	Uncharacterized protein	unreviewed	BST1
F1MLP3_BOVIN	Uncharacterized protein	unreviewed	BST1
F6YSB4_ORNAN	Uncharacterized protein	unreviewed	BST1
W5PIC9_SHEEP	Uncharacterized protein (Fragment)	unreviewed	BST1
H0X8A3_OTOGA	Uncharacterized protein	unreviewed	BST1
H2PCY6_PONAB	Uncharacterized protein	unreviewed	BST1
M3WEJ1_FELCA	Uncharacterized protein	unreviewed	BST1
F6ZFG5_MONDO	Uncharacterized protein	unreviewed	BST1
A0A096NZG7_PAPAN	Uncharacterized protein	unreviewed	BST1
G3VL69_SARHA	Uncharacterized protein	unreviewed	BST1
F6VVX4_HORSE	Uncharacterized protein	unreviewed	BST1
U6DU64_NEOVI	ADP-ribosyl cyclase 2 (Fragment)	unreviewed	BST1
G3U406_LOXAF	Uncharacterized protein	unreviewed	BST1
G3UKD5_LOXAF	Uncharacterized protein (Fragment)	unreviewed	BST1
G3SYH3_LOXAF	Uncharacterized protein	unreviewed	BST1
A0A0D9RV45_CHLSB	Uncharacterized protein	unreviewed	BST1
K7GN83_PIG	Uncharacterized protein	unreviewed	BST1
I3L8B9_PIG	Uncharacterized protein	unreviewed	BST1
F1S5D0_PIG	Uncharacterized protein	unreviewed	BST1
K7GKB6_PIG	Uncharacterized protein	unreviewed	BST1
G1S308_NOMLE	Uncharacterized protein	unreviewed	BST1
E2RJT2_CANLF	Uncharacterized protein	unreviewed	BST1
G1L422_AILME	Uncharacterized protein (Fragment)	unreviewed	BST1
G3SFG8_GORGO	Uncharacterized protein	unreviewed	BST1
G3R0G4_GORGO	Uncharacterized protein	unreviewed	BST1
E5G6H5_MACFA	ADP-ribosyl cyclase CD157 (EC 3.2.2.5)	unreviewed	BST1
I7GP78_MACFA	Macaca fascicularis brain cDNA clone: QmoA-10941, similar to human bone marrow stromal cell antigen 1 (BST1), mRNA, RefSeq: NM_004334.1	unreviewed	
G1PDE7_MYOLU	Uncharacterized protein	unreviewed	BST1
G1SHB7_RABIT	Uncharacterized protein	unreviewed	BST1
B3H480_ARATH	Deformned root hairs 4	unreviewed	BST1
Q6PL71_PSEAI	PoxB	unreviewed	poxB
A0A0B4UFD1_PSESX	Effector locus protein bestrophin	unreviewed	bst1
D3Y263_BACIU	Bst1	unreviewed	
F1LSX3_RAT	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	Bst1
I3NG00_ICTTR	Uncharacterized protein	unreviewed	BST1
I3NBZ0_ICTTR	Uncharacterized protein	unreviewed	BST1
Q3TPZ1_MOUSE	Putative uncharacterized protein	unreviewed	Bst1
A0A0R4J190_MOUSE	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	Bst1
A0A0G2JG11_MOUSE	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	unreviewed	Bst1
E5G6H7_CHICK	ADP-ribosyl cyclase CD157 (EC 3.2.2.5) (Uncharacterized protein)	unreviewed	BST1
H2MBF4_ORYLA	Uncharacterized protein	unreviewed	BST1
U3K3V7_FICAL	Uncharacterized protein	unreviewed	BST1
F1NG83_CHICK	Uncharacterized protein	unreviewed	BST1
U3IER2_ANAPL	Uncharacterized protein	unreviewed	BST1
K7FZV3_PELSI	Uncharacterized protein	unreviewed	BST1
A0A151P9R6_ALLMI	ADP-ribosyl cyclase 2 isoform B	unreviewed	BST1-1
A0A151PA39_ALLMI	ADP-ribosyl cyclase 2 isoform C	unreviewed	BST1-1
A0A151P9L0_ALLMI	ADP-ribosyl cyclase 2 isoform A	unreviewed	BST1-1
G1NJ40_MELGA	Uncharacterized protein (Fragment)	unreviewed	BST1
