Entry	Entry name	Protein names	Status	Gene names  (primary )
Q32PX2	AIMP2_RAT	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	reviewed	Aimp2
Q0II26	AIMP2_BOVIN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	reviewed	AIMP2
Q8R010	AIMP2_MOUSE	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	reviewed	Aimp2
Q13155	AIMP2_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	reviewed	AIMP2
Q8CI61	BAG4_MOUSE	BAG family molecular chaperone regulator 4 (BAG-4) (Bcl-2-associated athanogene 4) (Silencer of death domains)	reviewed	Bag4
Q9UL15	BAG5_HUMAN	BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5)	reviewed	BAG5
Q6R755	BCL2_CANLF	Apoptosis regulator Bcl-2	reviewed	BCL2
Q8CI32	BAG5_MOUSE	BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5)	reviewed	Bag5
P49950	BCL2_RAT	Apoptosis regulator Bcl-2	reviewed	Bcl2
Q5QJC9	BAG5_RAT	BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5)	reviewed	Bag5
P54252	ATX3_HUMAN	Ataxin-3 (EC 3.4.19.12) (Machado-Joseph disease protein 1) (Spinocerebellar ataxia type 3 protein)	reviewed	ATXN3
Q9JJV8	BCL2_CRIGR	Apoptosis regulator Bcl-2	reviewed	BCL2
O95429	BAG4_HUMAN	BAG family molecular chaperone regulator 4 (BAG-4) (Bcl-2-associated athanogene 4) (Silencer of death domains)	reviewed	BAG4
O02718	BCL2_BOVIN	Apoptosis regulator Bcl-2	reviewed	BCL2
P10417	BCL2_MOUSE	Apoptosis regulator Bcl-2	reviewed	Bcl2
Q2TA08	BAG5_BOVIN	BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5)	reviewed	BAG5
P10415	BCL2_HUMAN	Apoptosis regulator Bcl-2	reviewed	BCL2
Q80U30	CL16A_MOUSE	Protein CLEC16A	reviewed	Clec16a
Q6IQX7	CHSS2_MOUSE	Chondroitin sulfate synthase 2 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor) (ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2)	reviewed	Chpf
B0K020	CISD1_RAT	CDGSH iron-sulfur domain-containing protein 1 (MitoNEET)	reviewed	Cisd1
Q2KHT3	CL16A_HUMAN	Protein CLEC16A (C-type lectin domain family 16 member A)	reviewed	CLEC16A
Q8IZ52	CHSS2_HUMAN	Chondroitin sulfate synthase 2 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor) (ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2)	reviewed	CHPF
Q9NZ45	CISD1_HUMAN	CDGSH iron-sulfur domain-containing protein 1 (MitoNEET)	reviewed	CISD1
Q3ZBU2	CISD1_BOVIN	CDGSH iron-sulfur domain-containing protein 1 (MitoNEET)	reviewed	CISD1
Q91WS0	CISD1_MOUSE	CDGSH iron-sulfur domain-containing protein 1 (MitoNEET)	reviewed	Cisd1
Q9Y3I1	FBX7_HUMAN	F-box only protein 7	reviewed	FBXO7
O35465	FKBP8_MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (mFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)	reviewed	Fkbp8
Q68FS3	FBX7_RAT	F-box only protein 7	reviewed	Fbxo7
Q2T9S7	FBX7_BOVIN	F-box only protein 7	reviewed	FBXO7
Q3B7U9	FKBP8_RAT	Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (FK506-binding protein 8) (FKBP-8) (Rotamase)	reviewed	Fkbp8
Q3U7U3	FBX7_MOUSE	F-box only protein 7	reviewed	Fbxo7
Q14318	FKBP8_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)	reviewed	FKBP8
A6QQZ0	GDAP1_BOVIN	Ganglioside-induced differentiation-associated protein 1 (GDAP1)	reviewed	GDAP1
Q8TB36	GDAP1_HUMAN	Ganglioside-induced differentiation-associated protein 1 (GDAP1)	reviewed	GDAP1
O88741	GDAP1_MOUSE	Ganglioside-induced differentiation-associated protein 1 (GDAP1)	reviewed	Gdap1
Q9QY42	GPR37_MOUSE	Prosaposin receptor GPR37 (G-protein coupled receptor 37)	reviewed	Gpr37
Q9QYC6	GPR37_RAT	Prosaposin receptor GPR37 (G-protein coupled receptor 37) (G-protein coupled receptor CNS1)	reviewed	Gpr37
O15354	GPR37_HUMAN	Prosaposin receptor GPR37 (Endothelin B receptor-like protein 1) (ETBR-LP-1) (G-protein coupled receptor 37) (Parkin-associated endothelin receptor-like receptor) (PAELR)	reviewed	GPR37
Q27975	HS71A_BOVIN	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70.1)	reviewed	HSPA1A
P0DMV8	HS71A_HUMAN	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1)	reviewed	HSPA1A
Q4R888	HS71L_MACFA	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L)	reviewed	HSPA1L
Q7YQC6	HSP71_CANLF	Heat shock 70 kDa protein 1	reviewed	HSPA1
Q5R7D3	HSP71_PONAB	Heat shock 70 kDa protein 1	reviewed	HSPA1
P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	reviewed	HSPA8
Q61696	HS71A_MOUSE	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 3) (HSP70.3) (Hsp68)	reviewed	Hspa1a
P0DMV9	HS71B_HUMAN	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)	reviewed	HSPA1B
Q4U0F3	HS71B_BOSMU	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70.2)	reviewed	HSPA1B
A5A8V7	HS71L_PIG	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L)	reviewed	HSPA1L
P0DMW0	HS71A_RAT	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)	reviewed	Hspa1a
P17879	HS71B_MOUSE	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 1) (HSP70.1)	reviewed	Hspa1b
P16627	HS71L_MOUSE	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Heat shock 70 kDa-like protein 1) (Spermatid-specific heat shock protein 70)	reviewed	Hspa1l
Q27965	HS71B_BOVIN	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70.2)	reviewed	HSPA1B
Q6S4N2	HS71B_PIG	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70.2)	reviewed	HSPA1B
P0CB32	HS71L_BOVIN	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L)	reviewed	HSPA1L
P34931	HS71L_HUMAN	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Heat shock 70 kDa protein 1-Hom) (HSP70-Hom)	reviewed	HSPA1L
Q5NVM9	HSP7C_PONAB	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	reviewed	HSPA8
Q71U34	HSP7C_SAGOE	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8) (Intracellular vitamin D-binding protein 1)	reviewed	HSPA8
P34930	HS71A_PIG	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70.1)	reviewed	HSPA1A
P0DMW1	HS71B_RAT	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1)	reviewed	Hspa1b
P86237	HS71L_MESAU	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Fragments)	reviewed	HSPA1L
P55063	HS71L_RAT	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Heat shock 70 kDa protein 3) (HSP70.3)	reviewed	Hspa1l
P19378	HSP7C_CRIGR	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	reviewed	HSPA8
P19120	HSP7C_BOVIN	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	reviewed	HSPA8
P63017	HSP7C_MOUSE	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	reviewed	Hspa8
P63018	HSP7C_RAT	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	reviewed	Hspa8
Q28222	HSP71_CHLAE	Heat shock 70 kDa protein 1	reviewed	HSPA1
A2Q0Z1	HSP7C_HORSE	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	reviewed	HSPA8
P0C2C3	MARC2_PIG	Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2) (Fragments)	reviewed	MARC2
Q5S006	LRRK2_MOUSE	Leucine-rich repeat serine/threonine-protein kinase 2 (EC 2.7.11.1)	reviewed	Lrrk2
Q1LZH1	MARC2_BOVIN	Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2)	reviewed	MARC2
Q922Q1	MARC2_MOUSE	Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2)	reviewed	Marc2
Q969Z3	MARC2_HUMAN	Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2)	reviewed	MARC2
Q811U4	MFN1_MOUSE	Mitofusin-1 (EC 3.6.5.-) (Transmembrane GTPase MFN1)	reviewed	Mfn1
Q80U63	MFN2_MOUSE	Mitofusin-2 (EC 3.6.5.-) (Hypertension-related protein 1) (Mitochondrial assembly regulatory factor) (HSG protein) (Transmembrane GTPase MFN2)	reviewed	Mfn2
Q9GKW0	MARC2_MACFA	Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2)	reviewed	MARC2
O88994	MARC2_RAT	Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2)	reviewed	Marc2
Q8IWA4	MFN1_HUMAN	Mitofusin-1 (EC 3.6.5.-) (Fzo homolog) (Transmembrane GTPase MFN1)	reviewed	MFN1
Q8R500	MFN2_RAT	Mitofusin-2 (EC 3.6.5.-) (Mitochondrial transmembrane GTPase FZO1A) (Protein HSG) (Transmembrane GTPase MFN2)	reviewed	Mfn2
Q8IXI2	MIRO1_HUMAN	Mitochondrial Rho GTPase 1 (MIRO-1) (hMiro-1) (EC 3.6.5.-) (Rac-GTP-binding protein-like protein) (Ras homolog gene family member T1)	reviewed	RHOT1
Q8R4Z9	MFN1_RAT	Mitofusin-1 (EC 3.6.5.-) (Mitochondrial transmembrane GTPase FZO1B) (Transmembrane GTPase MFN1)	reviewed	Mfn1
O95140	MFN2_HUMAN	Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2)	reviewed	MFN2
Q8BG51	MIRO1_MOUSE	Mitochondrial Rho GTPase 1 (MIRO-1) (EC 3.6.5.-) (Ras homolog gene family member T1)	reviewed	Rhot1
Q2HJF8	MIRO1_BOVIN	Mitochondrial Rho GTPase 1 (MIRO-1) (EC 3.6.5.-) (Ras homolog gene family member T1)	reviewed	RHOT1
Q13505	MTX1_HUMAN	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)	reviewed	MTX1
Q969V5	MUL1_HUMAN	Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 6.3.2.-) (E3 SUMO-protein ligase MUL1) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase) (Mitochondrial-anchored protein ligase) (MAPL) (Putative NF-kappa-B-activating protein 266) (RING finger protein 218)	reviewed	MUL1
Q2TBS1	MTX1_BOVIN	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)	reviewed	MTX1
P47802	MTX1_MOUSE	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)	reviewed	Mtx1
Q4R7G8	MUL1_MACFA	Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 6.3.2.-) (E3 ubiquitin-protein ligase MUL1)	reviewed	MUL1
Q4R3I0	MTX1_MACFA	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)	reviewed	MTX1
Q27HK4	MTX1_PIG	Metaxin-1 (Mitochondrial outer membrane import complex protein 1)	reviewed	MTX1
Q8VCM5	MUL1_MOUSE	Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 6.3.2.-) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase)	reviewed	Mul1
Q9DAK2	PACRG_MOUSE	Parkin coregulated gene protein homolog (Hypertension-related protein 1-like protein) (PARK2 coregulated gene protein)	reviewed	Pacrg
Q5E946	PARK7_BOVIN	Protein deglycase DJ-1 (EC 3.1.2.-) (EC 3.5.1.-) (Parkinson disease protein 7 homolog)	reviewed	PARK7
O88767	PARK7_RAT	Protein deglycase DJ-1 (EC 3.1.2.-) (EC 3.5.1.-) (Contraception-associated protein 1) (Protein CAP1) (Fertility protein SP22) (Parkinson disease protein 7 homolog)	reviewed	Park7
Q99497	PARK7_HUMAN	Protein deglycase DJ-1 (DJ-1) (EC 3.1.2.-) (EC 3.5.1.-) (Oncogene DJ1) (Parkinson disease protein 7)	reviewed	PARK7
P47816	PDCD2_RAT	Programmed cell death protein 2 (Zinc finger protein Rp-8)	reviewed	Pdcd2
Q15645	PCH2_HUMAN	Pachytene checkpoint protein 2 homolog (Human papillomavirus type 16 E1 protein-binding protein) (16E1-BP) (HPV16 E1 protein-binding protein) (Thyroid hormone receptor interactor 13) (Thyroid receptor-interacting protein 13) (TR-interacting protein 13) (TRIP-13)	reviewed	TRIP13
Q16342	PDCD2_HUMAN	Programmed cell death protein 2 (Zinc finger MYND domain-containing protein 7) (Zinc finger protein Rp-8)	reviewed	PDCD2
Q95LI9	PARK7_CHLAE	Protein deglycase DJ-1 (EC 3.1.2.-) (EC 3.5.1.-) (Parkinson disease protein 7 homolog)	reviewed	PARK7
Q7TQ35	PARK7_MESAU	Protein deglycase DJ-1 (EC 3.1.2.-) (EC 3.5.1.-) (Contraception-associated protein 1) (Parkinson disease protein 7 homolog) [Cleaved into: Protein deglycase DJ-1, N-terminally processed]	reviewed	PARK7
Q2YDC9	PDCD2_BOVIN	Programmed cell death protein 2	reviewed	PDCD2
P46718	PDCD2_MOUSE	Programmed cell death protein 2 (Zinc finger protein Rp-8)	reviewed	Pdcd2
Q99MQ3	PINK1_MOUSE	Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)	reviewed	Pink1
Q99IB8	POLG_HCVJF	Genome polyprotein [Cleaved into: Core protein p21 (Capsid protein C) (p21); Core protein p19; Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); p7; Protease NS2-3 (p23) (EC 3.4.22.-); Serine protease NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3P) (p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]	reviewed	
Q9Z2U0	PSA7_MOUSE	Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit RC6-1)	reviewed	Psma7
P48004	PSA7_RAT	Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit RC6-1)	reviewed	Psma7
O14818	PSA7_HUMAN	Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit RC6-1) (Proteasome subunit XAPC7)	reviewed	PSMA7
Q9Y3E5	PTH2_HUMAN	Peptidyl-tRNA hydrolase 2, mitochondrial (PTH 2) (EC 3.1.1.29) (Bcl-2 inhibitor of transcription 1)	reviewed	PTRH2
Q3ZBL5	PTH2_BOVIN	Peptidyl-tRNA hydrolase 2, mitochondrial (PTH 2) (EC 3.1.1.29) (Bcl-2 inhibitor of transcription)	reviewed	PTRH2
Q8R2Y8	PTH2_MOUSE	Peptidyl-tRNA hydrolase 2, mitochondrial (PTH 2) (EC 3.1.1.29)	reviewed	Ptrh2
Q9QYS9	QKI_MOUSE	Protein quaking (MqkI) (qkI)	reviewed	Qki
H2QII6	RBP2_PANTR	E3 SUMO-protein ligase RanBP2 (EC 6.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2)	reviewed	RANBP2
Q9ERU9	RBP2_MOUSE	E3 SUMO-protein ligase RanBP2 (EC 6.3.2.-) (Ran-binding protein 2) (RanBP2)	reviewed	Ranbp2
P48820	RBP2_BOVIN	E3 SUMO-protein ligase RanBP2 (EC 6.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270) (Fragment)	reviewed	RANBP2
P49792	RBP2_HUMAN	E3 SUMO-protein ligase RanBP2 (EC 6.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270)	reviewed	RANBP2
P62984	RL40_MOUSE	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	reviewed	Uba52
P63050	RL40_CANLF	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	reviewed	UBA52
P0C276	RL40_SHEEP	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	reviewed	UBA52
P63048	RL40_BOVIN	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	reviewed	UBA52
P62986	RL40_RAT	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	reviewed	Uba52
P63052	RL40_FELCA	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	reviewed	UBA52
P0C273	RL40_MACFA	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	reviewed	UBA52
P63053	RL40_PIG	Ubiquitin-60S ribosomal protein L40 (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40]	reviewed	UBA52
P62987	RL40_HUMAN	Ubiquitin-60S ribosomal protein L40 (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40]	reviewed	UBA52
Q5R7T5	RNF41_PONAB	E3 ubiquitin-protein ligase NRDP1 (EC 6.3.2.-) (RING finger protein 41)	reviewed	RNF41
P0C275	RL40_PONPY	Ubiquitin-60S ribosomal protein L40 (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (CEP52)]	reviewed	UBA52
Q9H4P4	RNF41_HUMAN	E3 ubiquitin-protein ligase NRDP1 (EC 6.3.2.-) (RING finger protein 41)	reviewed	RNF41
Q8BH75	RNF41_MOUSE	E3 ubiquitin-protein ligase NRDP1 (EC 6.3.2.-) (RING finger protein 41)	reviewed	Rnf41
P62992	RS27A_BOVIN	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a]	reviewed	RPS27A
P62983	RS27A_MOUSE	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a]	reviewed	Rps27a
P62978	RS27A_CAVPO	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a]	reviewed	RPS27A
P62979	RS27A_HUMAN	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a]	reviewed	RPS27A
P62982	RS27A_RAT	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a]	reviewed	Rps27a
Q9JJM9	SEPT5_RAT	Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)	reviewed	Sept5
Q0VC68	SEPT5_BOVIN	Septin-5	reviewed	SEPT5
Q99719	SEPT5_HUMAN	Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)	reviewed	SEPT5
Q9BGQ3	SEPT5_MACFA	Septin-5	reviewed	Sept5
Q9Z2Q6	SEPT5_MOUSE	Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)	reviewed	Sept5
Q8IW03	SIAH3_HUMAN	Seven in absentia homolog 3 (Siah-3)	reviewed	SIAH3
Q99ME3	SNCAP_MOUSE	Synphilin-1 (Alpha-synuclein-interacting protein)	reviewed	Sncaip
Q9Y6H5	SNCAP_HUMAN	Synphilin-1 (Sph1) (Alpha-synuclein-interacting protein)	reviewed	SNCAIP
Q9MZD5	SUMO1_CERNI	Small ubiquitin-related modifier 1 (SUMO-1) (Sentrin)	reviewed	SUMO1
Q5E9D1	SUMO1_BOVIN	Small ubiquitin-related modifier 1 (SUMO-1)	reviewed	SUMO1
P63166	SUMO1_MOUSE	Small ubiquitin-related modifier 1 (SUMO-1) (SMT3 homolog 3) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C)	reviewed	Sumo1
A7WLH8	SUMO1_PIG	Small ubiquitin-related modifier 1 (SUMO-1)	reviewed	SUMO1
P63165	SUMO1_HUMAN	Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1)	reviewed	SUMO1
Q2EF74	SUMO1_ICTTR	Small ubiquitin-related modifier 1 (SUMO-1)	reviewed	SUMO1
Q5R6J4	SUMO1_PONAB	Small ubiquitin-related modifier 1 (SUMO-1)	reviewed	SUMO1
